,question,proc_ques,tokens,words,stops
2432,What is the death penalty? What are some advantages and disadvantages?,what is the death penalty  what are some advantages and disadvantages,"['What', 'is', 'the', 'death', 'penalty?', 'What', 'are', 'some', 'advantages', 'and', 'disadvantages?']","{'disadvantages?', 'penalty?', 'What', 'advantages', 'death'}","{'and', 'is', 'some', 'the', 'are'}"
2433,What are the advantages and disadvantages of the death penalty?,what are the advantages and disadvantages of the death penalty,"['What', 'are', 'the', 'advantages', 'and', 'disadvantages', 'of', 'the', 'death', 'penalty?']","{'penalty?', 'What', 'advantages', 'death', 'disadvantages'}","{'are', 'of', 'and', 'the'}"
2434,How can I improve in English?,how can i improve in english,"['How', 'can', 'I', 'improve', 'in', 'English?']","{'English?', 'How', 'I', 'improve'}","{'in', 'can'}"
2435,What are some ways to improve English?,what are some ways to improve english,"['What', 'are', 'some', 'ways', 'to', 'improve', 'English?']","{'improve', 'English?', 'ways', 'What'}","{'are', 'some', 'to'}"
2436,Does meditation work?,does meditation work,"['Does', 'meditation', 'work?']","{'work?', 'meditation', 'Does'}",set()
2437,I have bad anxiety. Does meditation work?,i have bad anxiety  does meditation work,"['I', 'have', 'bad', 'anxiety.', 'Does', 'meditation', 'work?']","{'work?', 'Does', 'meditation', 'bad', 'I', 'anxiety.'}",{'have'}
2438,How should I treat kidney pain that occurs when coughing?,how should i treat kidney pain that occurs when coughing,"['How', 'should', 'I', 'treat', 'kidney', 'pain', 'that', 'occurs', 'when', 'coughing?']","{'treat', 'occurs', 'kidney', 'pain', 'How', 'coughing?', 'I'}","{'should', 'when', 'that'}"
2439,How can I treat sharp back pain?,how can i treat sharp back pain,"['How', 'can', 'I', 'treat', 'sharp', 'back', 'pain?']","{'treat', 'pain?', 'How', 'back', 'sharp', 'I'}",{'can'}
2440,How can I determine that a positive integer has exactly one zero in its binary representation?,how can i determine that a positive integer has exactly one zero in its binary representation,"['How', 'can', 'I', 'determine', 'that', 'a', 'positive', 'integer', 'has', 'exactly', 'one', 'zero', 'in', 'its', 'binary', 'representation?']","{'integer', 'one', 'zero', 'binary', 'exactly', 'How', 'determine', 'positive', 'representation?', 'I'}","{'has', 'its', 'a', 'in', 'can', 'that'}"
2441,How can you prove or disprove that I can find every n digit sequence in the decimal representation of the number pi?,how can you prove or disprove that i can find every n digit sequence in the decimal representation of the number pi,"['How', 'can', 'you', 'prove', 'or', 'disprove', 'that', 'I', 'can', 'find', 'every', 'n', 'digit', 'sequence', 'in', 'the', 'decimal', 'representation', 'of', 'the', 'number', 'pi?']","{'prove', 'every', 'decimal', 'find', 'pi?', 'digit', 'number', 'How', 'representation', 'sequence', 'n', 'disprove', 'I'}","{'you', 'of', 'or', 'in', 'the', 'can', 'that'}"
2442,How can I Start NGO in India?,how can i start ngo in india,"['How', 'can', 'I', 'Start', 'NGO', 'in', 'India?']","{'NGO', 'How', 'India?', 'Start', 'I'}","{'in', 'can'}"
2443,What should I do to join an NGO in India?,what should i do to join an ngo in india,"['What', 'should', 'I', 'do', 'to', 'join', 'an', 'NGO', 'in', 'India?']","{'NGO', 'join', 'What', 'India?', 'I'}","{'should', 'to', 'do', 'in', 'an'}"
2444,Can you still get pregnant one day before menstruation?,can you still get pregnant one day before menstruation,"['Can', 'you', 'still', 'get', 'pregnant', 'one', 'day', 'before', 'menstruation?']","{'one', 'get', 'menstruation?', 'still', 'pregnant', 'day', 'Can'}","{'you', 'before'}"
2445,Can you get pregnant one day before ovulation?,can you get pregnant one day before ovulation,"['Can', 'you', 'get', 'pregnant', 'one', 'day', 'before', 'ovulation?']","{'one', 'get', 'ovulation?', 'pregnant', 'day', 'Can'}","{'you', 'before'}"
2446,My Xiaomi Redmi 2 all of a sudden got heated up and then turned off. Now its not charging. What should I do?,my xiaomi redmi 2 all of a sudden got heated up and then turned off  now its not charging  what should i do,"['My', 'Xiaomi', 'Redmi', '2', 'all', 'of', 'a', 'sudden', 'got', 'heated', 'up', 'and', 'then', 'turned', 'off.', 'Now', 'its', 'not', 'charging.', 'What', 'should', 'I', 'do?']","{'Xiaomi', 'My', 'sudden', 'off.', 'heated', 'What', 'Redmi', 'got', 'Now', 'charging.', '2', 'turned', 'do?', 'I'}","{'of', 'all', 'then', 'up', 'not', 'should', 'its', 'a', 'and'}"
2447,Which is a better phone at 7k? The Xiaomi Redmi 2 or Moto E 2nd Gen 3G?,which is a better phone at 7k  the xiaomi redmi 2 or moto e 2nd gen 3g,"['Which', 'is', 'a', 'better', 'phone', 'at', '7k?', 'The', 'Xiaomi', 'Redmi', '2', 'or', 'Moto', 'E', '2nd', 'Gen', '3G?']","{'The', 'Xiaomi', '2nd', 'Moto', 'Which', 'Redmi', '3G?', 'Gen', '7k?', '2', 'better', 'E', 'phone'}","{'a', 'or', 'is', 'at'}"
2448,What is the best time of day for workout and exercise?,what is the best time of day for workout and exercise,"['What', 'is', 'the', 'best', 'time', 'of', 'day', 'for', 'workout', 'and', 'exercise?']","{'workout', 'What', 'best', 'time', 'exercise?', 'day'}","{'for', 'of', 'and', 'is', 'the'}"
2449,What are the best times of the day to workout?,what are the best times of the day to workout,"['What', 'are', 'the', 'best', 'times', 'of', 'the', 'day', 'to', 'workout?']","{'times', 'What', 'best', 'day', 'workout?'}","{'are', 'of', 'to', 'the'}"
2450,Can anyone read minds?,can anyone read minds,"['Can', 'anyone', 'read', 'minds?']","{'anyone', 'read', 'minds?', 'Can'}",set()
2451,How to read minds like mentalist?,how to read minds like mentalist,"['How', 'to', 'read', 'minds', 'like', 'mentalist?']","{'read', 'How', 'mentalist?', 'minds', 'like'}",{'to'}
2452,How far can you go in an Enterprise rented car?,how far can you go in an enterprise rented car,"['How', 'far', 'can', 'you', 'go', 'in', 'an', 'Enterprise', 'rented', 'car?']","{'car?', 'far', 'go', 'How', 'Enterprise', 'rented'}","{'you', 'in', 'can', 'an'}"
2453,How can I rent a car for Uber or Lyft?,how can i rent a car for uber or lyft,"['How', 'can', 'I', 'rent', 'a', 'car', 'for', 'Uber', 'or', 'Lyft?']","{'Uber', 'rent', 'How', 'car', 'Lyft?', 'I'}","{'for', 'a', 'can', 'or'}"
2454,Can you see who views your Instagram videos?,can you see who views your instagram videos,"['Can', 'you', 'see', 'who', 'views', 'your', 'Instagram', 'videos?']","{'see', 'Instagram', 'views', 'videos?', 'Can'}","{'you', 'who', 'your'}"
2455,How can I see who views my Instagram?,how can i see who views my instagram,"['How', 'can', 'I', 'see', 'who', 'views', 'my', 'Instagram?']","{'How', 'see', 'Instagram?', 'views', 'I'}","{'my', 'who', 'can'}"
2456,What is the single most effective piece of financial advice you've ever received?,what is the single most effective piece of financial advice you have ever received,"['What', 'is', 'the', 'single', 'most', 'effective', 'piece', 'of', 'financial', 'advice', ""you've"", 'ever', 'received?']","{'financial', 'ever', 'advice', 'What', 'single', 'piece', 'effective', 'received?'}","{'of', ""you've"", 'most', 'is', 'the'}"
2457,"What is the single, most effective piece of financial advice you've ever received?",what is the single  most effective piece of financial advice you have ever received,"['What', 'is', 'the', 'single,', 'most', 'effective', 'piece', 'of', 'financial', 'advice', ""you've"", 'ever', 'received?']","{'single,', 'financial', 'ever', 'advice', 'What', 'piece', 'effective', 'received?'}","{'of', ""you've"", 'most', 'is', 'the'}"
2458,In my iPhone when I receive call by any contact its show number instead of name?,in my iphone when i receive call by any contact its show number instead of name,"['In', 'my', 'iPhone', 'when', 'I', 'receive', 'call', 'by', 'any', 'contact', 'its', 'show', 'number', 'instead', 'of', 'name?']","{'name?', 'iPhone', 'contact', 'In', 'receive', 'show', 'instead', 'number', 'call', 'I'}","{'my', 'of', 'by', 'when', 'any', 'its'}"
2459,Why do a lot of golf courses have dress codes prohibiting blue jeans?,why do a lot of golf courses have dress codes prohibiting blue jeans,"['Why', 'do', 'a', 'lot', 'of', 'golf', 'courses', 'have', 'dress', 'codes', 'prohibiting', 'blue', 'jeans?']","{'prohibiting', 'jeans?', 'dress', 'Why', 'courses', 'codes', 'golf', 'lot', 'blue'}","{'of', 'a', 'do', 'have'}"
2460,How is peppermint candy good for you?,how is peppermint candy good for you,"['How', 'is', 'peppermint', 'candy', 'good', 'for', 'you?']","{'you?', 'good', 'How', 'candy', 'peppermint'}","{'for', 'is'}"
2461,What is peppermint candy good for?,what is peppermint candy good for,"['What', 'is', 'peppermint', 'candy', 'good', 'for?']","{'good', 'for?', 'candy', 'peppermint', 'What'}",{'is'}
2462,What are advantages and disadvantages of steam engine machines?,what are advantages and disadvantages of steam engine machines,"['What', 'are', 'advantages', 'and', 'disadvantages', 'of', 'steam', 'engine', 'machines?']","{'What', 'advantages', 'steam', 'engine', 'disadvantages', 'machines?'}","{'are', 'of', 'and'}"
2463,What are the advantages and disadvantages of keeping a low/high idle rpm of a motorcycle?,what are the advantages and disadvantages of keeping a low high idle rpm of a motorcycle,"['What', 'are', 'the', 'advantages', 'and', 'disadvantages', 'of', 'keeping', 'a', 'low/high', 'idle', 'rpm', 'of', 'a', 'motorcycle?']","{'rpm', 'What', 'advantages', 'idle', 'low/high', 'disadvantages', 'motorcycle?', 'keeping'}","{'of', 'a', 'and', 'the', 'are'}"
2464,What is United Airlines Reservation Number?,what is united airlines reservation number,"['What', 'is', 'United', 'Airlines', 'Reservation', 'Number?']","{'Reservation', 'What', 'Airlines', 'Number?', 'United'}",{'is'}
2465,What is United Airlines flight reservations phone number?,what is united airlines flight reservations phone number,"['What', 'is', 'United', 'Airlines', 'flight', 'reservations', 'phone', 'number?']","{'number?', 'reservations', 'What', 'Airlines', 'flight', 'phone', 'United'}",{'is'}
2466,My husband and I are getting re-married as Catholics. Is it appropriate to have a small reception afterwards (no gifts) and can I get dressed up?,my husband and i are getting re married as catholics  is it appropriate to have a small reception afterwards  no gifts  and can i get dressed up,"['My', 'husband', 'and', 'I', 'are', 'getting', 're-married', 'as', 'Catholics.', 'Is', 'it', 'appropriate', 'to', 'have', 'a', 'small', 'reception', 'afterwards', '(no', 'gifts)', 'and', 'can', 'I', 'get', 'dressed', 'up?']","{'getting', 'appropriate', 'small', 'Catholics.', '(no', 'get', 'gifts)', 'dressed', 'My', 'up?', 'Is', 'afterwards', 'reception', 're-married', 'husband', 'I'}","{'to', 'have', 'a', 'and', 'it', 'are', 'can', 'as'}"
2467,What is a good gift to get your coaches?,what is a good gift to get your coaches,"['What', 'is', 'a', 'good', 'gift', 'to', 'get', 'your', 'coaches?']","{'get', 'good', 'What', 'gift', 'coaches?'}","{'your', 'a', 'is', 'to'}"
2468,What famous rappers are bloods and crips?,what famous rappers are bloods and crips,"['What', 'famous', 'rappers', 'are', 'bloods', 'and', 'crips?']","{'bloods', 'What', 'famous', 'rappers', 'crips?'}","{'are', 'and'}"
2469,What are the ideologies of gangs like the Bloods and Crips and how do they differ?,what are the ideologies of gangs like the bloods and crips and how do they differ,"['What', 'are', 'the', 'ideologies', 'of', 'gangs', 'like', 'the', 'Bloods', 'and', 'Crips', 'and', 'how', 'do', 'they', 'differ?']","{'differ?', 'Bloods', 'gangs', 'Crips', 'What', 'like', 'ideologies'}","{'of', 'do', 'how', 'and', 'they', 'the', 'are'}"
2470,I spend lot of time myself so I could finger out and listen to what is inside people heart and head.?,i spend lot of time myself so i could finger out and listen to what is inside people heart and head,"['I', 'spend', 'lot', 'of', 'time', 'myself', 'so', 'I', 'could', 'finger', 'out', 'and', 'listen', 'to', 'what', 'is', 'inside', 'people', 'heart', 'and', 'head.?']","{'inside', 'listen', 'head.?', 'heart', 'time', 'spend', 'could', 'finger', 'lot', 'I', 'people'}","{'of', 'myself', 'to', 'out', 'and', 'what', 'is', 'so'}"
2471,"So I'm listening to 'Bring Your Daughter to the Slaughter' (as you do), and I find myself wondering: what is the tackiest use of rhyme in a song title? Is there anything that tops Iron Maiden?",so i am listening to  bring your daughter to the slaughter   as you do   and i find myself wondering  what is the tackiest use of rhyme in a song title  is there anything that tops iron maiden,"['So', ""I'm"", 'listening', 'to', ""'Bring"", 'Your', 'Daughter', 'to', 'the', ""Slaughter'"", '(as', 'you', 'do),', 'and', 'I', 'find', 'myself', 'wondering:', 'what', 'is', 'the', 'tackiest', 'use', 'of', 'rhyme', 'in', 'a', 'song', 'title?', 'Is', 'there', 'anything', 'that', 'tops', 'Iron', 'Maiden?']","{""Slaughter'"", 'find', 'Iron', 'listening', 'use', 'Your', 'tackiest', ""I'm"", 'Daughter', 'Is', 'wondering:', 'title?', 'tops', 'song', 'rhyme', 'So', 'do),', 'Maiden?', ""'Bring"", 'anything', '(as', 'I'}","{'you', 'of', 'myself', 'there', 'to', 'a', 'and', 'is', 'in', 'the', 'what', 'that'}"
2472,What is that Footwear business that is working well in other countries but has not yet started in India?,what is that footwear business that is working well in other countries but has not yet started in india,"['What', 'is', 'that', 'Footwear', 'business', 'that', 'is', 'working', 'well', 'in', 'other', 'countries', 'but', 'has', 'not', 'yet', 'started', 'in', 'India?']","{'started', 'business', 'working', 'countries', 'Footwear', 'well', 'What', 'India?', 'yet'}","{'has', 'not', 'but', 'in', 'is', 'other', 'that'}"
2473,What is that business that is working well in other countries but has not yet started in India ?,what is that business that is working well in other countries but has not yet started in india,"['What', 'is', 'that', 'business', 'that', 'is', 'working', 'well', 'in', 'other', 'countries', 'but', 'has', 'not', 'yet', 'started', 'in', 'India', '?']","{'started', 'business', 'working', 'countries', 'well', 'What', '?', 'yet', 'India'}","{'has', 'not', 'but', 'in', 'is', 'other', 'that'}"
2474,What does a woman seek during intercourse?,what does a woman seek during intercourse,"['What', 'does', 'a', 'woman', 'seek', 'during', 'intercourse?']","{'woman', 'intercourse?', 'seek', 'What'}","{'during', 'a', 'does'}"
2475,How does a woman feel during intercourse?,how does a woman feel during intercourse,"['How', 'does', 'a', 'woman', 'feel', 'during', 'intercourse?']","{'woman', 'How', 'feel', 'intercourse?'}","{'during', 'a', 'does'}"
2476,"How could Budd notice that Beatrix was around? Or, did he spend every night with the shotgun on his hands since he spoke with Bill?",how could budd notice that beatrix was around  or  did he spend every night with the shotgun on his hands since he spoke with bill,"['How', 'could', 'Budd', 'notice', 'that', 'Beatrix', 'was', 'around?', 'Or,', 'did', 'he', 'spend', 'every', 'night', 'with', 'the', 'shotgun', 'on', 'his', 'hands', 'since', 'he', 'spoke', 'with', 'Bill?']","{'every', 'Budd', 'since', 'shotgun', 'How', 'night', 'could', 'notice', 'around?', 'Or,', 'spend', 'Bill?', 'spoke', 'hands', 'Beatrix'}","{'with', 'did', 'his', 'was', 'the', 'he', 'on', 'that'}"
2477,What is the current status of Kill Bill 3?,what is the current status of kill bill 3,"['What', 'is', 'the', 'current', 'status', 'of', 'Kill', 'Bill', '3?']","{'Bill', 'current', 'Kill', 'What', '3?', 'status'}","{'of', 'is', 'the'}"
